Account;Reference Key 1;Reference;Document Date;Net due date;Amount in local currency;Amount in doc. curr.;Local Currency;Payment Method;Text;Assignment;Document Number;Clearing Document;Document Type;User Name;Reason code;Posting Key;Debit/Credit ind;Last Dunned;Dunning Level;Arrears after net due date,,
AB10000077;1479380915;12/07/2025;30/07/2025;69,895.36;69,895.36;EUR;I;;1467567564;8474247;;RV;B_BILAB01_02;;1;S;0;-1;-2;15
AB10000077;1457419702;26/06/2025;07/07/2025;52,460.53;52,460.53;EUR;C;;1488004425;8451275;2034980611;RV;B_BILAB01_02;;1;S;0;-1;-7;7
AB10000077;1426397045;28/06/2025;11/07/2025;61,372.32;61,372.32;EUR;C;;1401679737;8460426;;RV;B_BILAB01_02;;1;S;0;-13;-1;14
AB10000077;1447172176;24/06/2025;01/07/2025;68,076.28;68,076.28;EUR;C;;1448012406;8462500;2061823703;RV;B_BILAB01_02;;1;S;0;-1;-10;58
AB10000077;1444018944;27/07/2025;03/08/2025;44,584.50;44,584.50;EUR;B;;1458961323;8447445;2077206891;RV;B_BILAB01_02;;1;S;0;0;-20;54
AB10000077;1431899280;01/06/2025;15/06/2025;14,608.65;14,608.65;EUR;B;;1400711475;8459867;2098679944;RV;B_BILAB01_02;;1;S;0;-12;-8;35
AB10000077;1472075834;24/07/2025;13/08/2025;44,388.68;44,388.68;EUR;B;;1439253278;8462062;;RV;B_BILAB01_02;;1;S;0;-3;-4;52
AB10000077;1455420369;25/06/2025;30/06/2025;13,347.67;13,347.67;EUR;C;;1476968486;8463601;2091429295;RV;B_BILAB01_02;;1;S;0;-6;-6;28
AB10000077;1478571171;21/07/2025;07/08/2025;39,552.57;39,552.57;EUR;I;;1496659142;8462014;2083008314;RV;B_BILAB01_02;;1;S;0;-4;-6;44
AB10000077;1408190949;26/06/2025;09/07/2025;38,319.59;38,319.59;EUR;I;;1495325973;8467939;2045793980;RV;B_BILAB01_02;;1;S;0;-6;-6;14
AB10000077;1475220451;12/06/2025;02/07/2025;15,737.35;15,737.35;EUR;I;;1494758942;8467390;2043344512;RV;B_BILAB01_02;;1;S;0;-5;-10;51
AB10000078;1429616087;08/07/2025;13/07/2025;43,388.51;43,388.51;EUR;B;;1426158610;8414108;;RV;B_BILAB01_02;;1;S;0;-15;-17;40
AB10000078;1499174906;16/06/2025;27/06/2025;69,564.78;69,564.78;EUR;I;;1426326992;8415911;;RV;B_BILAB01_02;;1;S;0;-14;-4;18
AB10000078;1420552344;16/06/2025;05/07/2025;41,218.20;41,218.20;EUR;I;;1464475362;8416345;2098494624;RV;B_BILAB01_02;;1;S;0;-13;-5;40
AB10000078;1470192739;11/06/2025;19/06/2025;5,136.23;5,136.23;EUR;C;;1495336396;8448819;2010969302;RV;B_BILAB01_02;;1;S;0;-14;-15;46
AB10000078;1475089953;14/06/2025;21/06/2025;11,625.18;11,625.18;EUR;B;;1451596905;8484960;2038537865;RV;B_BILAB01_02;;1;S;0;-2;-4;10
AB10000078;1454551799;18/07/2025;30/07/2025;26,208.20;26,208.20;EUR;C;;1480089207;8492205;;RV;B_BILAB01_02;;1;S;0;-7;-19;3
AB10000078;1487287561;21/07/2025;05/08/2025;37,682.34;37,682.34;EUR;B;;1425352387;8467289;2011919965;RV;B_BILAB01_02;;1;S;0;-13;-6;62
AB10000078;1480963058;07/06/2025;19/06/2025;31,942.08;31,942.08;EUR;C;;1429211812;8468000;2011115567;RV;B_BILAB01_02;;1;S;0;-9;-6;15
AB10000078;1401031141;04/06/2025;23/06/2025;62,441.82;62,441.82;EUR;I;;1472825811;8422563;2027492702;RV;B_BILAB01_02;;1;S;0;-4;0;24
AB10000079;1474648653;03/06/2025;21/06/2025;48,465.80;48,465.80;EUR;I;;1447201153;8470372;2068461114;RV;B_BILAB01_02;;1;S;0;-7;-20;40
AB10000079;1416948162;25/06/2025;10/07/2025;14,516.13;14,516.13;EUR;C;;1412952032;8478625;2033352097;RV;B_BILAB01_02;;1;S;0;-2;-7;1
AB10000079;1469432573;21/07/2025;31/07/2025;10,603.93;10,603.93;EUR;B;;1481686129;8425738;2069125339;RV;B_BILAB01_02;;1;S;0;-9;-20;56
AB10000079;1418070865;13/06/2025;19/06/2025;46,356.74;46,356.74;EUR;C;;1440699590;8400254;2036765857;RV;B_BILAB01_02;;1;S;0;-1;-13;55
AB10000079;1476633854;27/06/2025;06/07/2025;48,057.66;48,057.66;EUR;C;;1445446064;8473130;2092858276;RV;B_BILAB01_02;;1;S;0;-10;-10;41
AB10000079;1427938526;10/06/2025;22/06/2025;42,053.37;42,053.37;EUR;B;;1435415449;8403714;2070437425;RV;B_BILAB01_02;;1;S;0;-4;-5;53
AB10000079;1412596778;18/07/2025;27/07/2025;65,066.23;65,066.23;EUR;I;;1413470355;8498672;2018008316;RV;B_BILAB01_02;;1;S;0;-15;-9;15
AB10000079;1431767388;30/07/2025;11/08/2025;58,501.69;58,501.69;EUR;C;;1405256517;8454968;2089673711;RV;B_BILAB01_02;;1;S;0;-2;-8;44
AB10000079;1430338960;02/07/2025;08/07/2025;26,540.53;26,540.53;EUR;B;;1418458367;8434600;2097107647;RV;B_BILAB01_02;;1;S;0;-4;-9;17
AB10000079;1445270481;01/07/2025;06/07/2025;51,910.16;51,910.16;EUR;I;;1495447423;8480635;2003388608;RV;B_BILAB01_02;;1;S;0;-10;-16;57
AB10000079;1413709118;08/07/2025;24/07/2025;41,943.48;41,943.48;EUR;C;;1492647108;8432216;2068521847;RV;B_BILAB01_02;;1;S;0;-11;-7;19
AB10000080;1410370976;09/06/2025;15/06/2025;39,112.99;39,112.99;EUR;C;;1484546449;8462479;2025484820;RV;B_BILAB01_02;;1;S;0;-10;-11;35
AB10000080;1411206580;23/07/2025;01/08/2025;14,573.60;14,573.60;EUR;B;;1434157642;8451796;;RV;B_BILAB01_02;;1;S;0;-11;-20;15
AB10000080;1445999832;29/06/2025;08/07/2025;30,874.80;30,874.80;EUR;C;;1419694787;8476556;2048502868;RV;B_BILAB01_02;;1;S;0;-14;-2;1
AB10000081;1463218417;13/07/2025;02/08/2025;61,212.77;61,212.77;EUR;I;;1414202132;8404012;2005112400;RV;B_BILAB01_02;;1;S;0;-4;-19;56
AB10000081;1440559914;14/06/2025;04/07/2025;47,354.97;47,354.97;EUR;I;;1477123954;8456723;2036267038;RV;B_BILAB01_02;;1;S;0;-3;-2;11
AB10000081;1439145343;18/07/2025;03/08/2025;54,186.31;54,186.31;EUR;C;;1473877702;8423418;2099137105;RV;B_BILAB01_02;;1;S;0;-11;-5;22
AB10000081;1422534596;14/07/2025;23/07/2025;66,340.84;66,340.84;EUR;B;;1440059111;8484087;;RV;B_BILAB01_02;;1;S;0;-1;-10;24
AB10000081;1448280895;18/07/2025;23/07/2025;46,883.96;46,883.96;EUR;I;;1448578031;8442147;2077651486;RV;B_BILAB01_02;;1;S;0;-4;-6;25
AB10000082;1448684660;22/07/2025;01/08/2025;34,472.84;34,472.84;EUR;B;;1481051517;8495935;2041940246;RV;B_BILAB01_02;;1;S;0;-5;-3;10
AB10000082;1480685767;30/07/2025;14/08/2025;28,007.46;28,007.46;EUR;I;;1429262212;8414333;2036267269;RV;B_BILAB01_02;;1;S;0;-10;0;1
AB10000082;1447871074;18/06/2025;02/07/2025;20,287.03;20,287.03;EUR;I;;1440167244;8451140;2000878469;RV;B_BILAB01_02;;1;S;0;-1;-14;1
AB10000083;1420344914;03/06/2025;15/06/2025;51,633.82;51,633.82;EUR;I;;1488043397;8432672;2080426786;RV;B_BILAB01_02;;1;S;0;-9;-12;18
AB10000083;1434406623;22/07/2025;01/08/2025;22,990.92;22,990.92;EUR;I;;1439570769;8417510;;RV;B_BILAB01_02;;1;S;0;-4;-16;62
AB10000083;1418938172;08/06/2025;27/06/2025;7,483.81;7,483.81;EUR;I;;1470842549;8433780;;RV;B_BILAB01_02;;1;S;0;-14;0;52
AB10000083;1458081890;20/06/2025;09/07/2025;21,544.00;21,544.00;EUR;I;;1407346978;8489455;2058503230;RV;B_BILAB01_02;;1;S;0;-12;-3;37
AB10000083;1453846804;17/07/2025;22/07/2025;12,210.28;12,210.28;EUR;B;;1424545575;8410248;2047138874;RV;B_BILAB01_02;;1;S;0;0;-4;6
AB10000083;1465138421;26/06/2025;07/07/2025;29,402.83;29,402.83;EUR;C;;1484447043;8451810;2009690578;RV;B_BILAB01_02;;1;S;0;-14;-13;54
AB10000084;1429716104;29/06/2025;11/07/2025;33,626.27;33,626.27;EUR;I;;1482900998;8416179;;RV;B_BILAB01_02;;1;S;0;-12;-16;49
AB10000084;1450119500;29/07/2025;06/08/2025;61,535.09;61,535.09;EUR;B;;1421242411;8495428;;RV;B_BILAB01_02;;1;S;0;-7;-6;58
AB10000084;1418079170;09/07/2025;23/07/2025;27,445.65;27,445.65;EUR;B;;1468474860;8444648;2056409451;RV;B_BILAB01_02;;1;S;0;-3;-5;51
AB10000084;1419015176;15/07/2025;30/07/2025;46,773.87;46,773.87;EUR;C;;1416220235;8439125;2065963271;RV;B_BILAB01_02;;1;S;0;-1;-11;18
AB10000084;1440455897;17/06/2025;02/07/2025;10,491.34;10,491.34;EUR;I;;1451488619;8458113;2054113502;RV;B_BILAB01_02;;1;S;0;-9;-2;44
AB10000085;1480098508;21/07/2025;30/07/2025;17,622.36;17,622.36;EUR;C;;1474856125;8422523;;RV;B_BILAB01_02;;1;S;0;-2;-17;13
AB10000085;1458621094;29/06/2025;13/07/2025;5,251.04;5,251.04;EUR;I;;1439669080;8433290;;RV;B_BILAB01_02;;1;S;0;-6;-10;18
AB10000085;1489584048;29/07/2025;06/08/2025;49,916.64;49,916.64;EUR;C;;1417923756;8486823;;RV;B_BILAB01_02;;1;S;0;-6;-18;27
AB10000085;1447051197;15/07/2025;31/07/2025;21,744.76;21,744.76;EUR;I;;1463054121;8473104;;RV;B_BILAB01_02;;1;S;0;0;-18;46
AB10000085;1400573363;28/07/2025;04/08/2025;19,128.04;19,128.04;EUR;C;;1428187432;8442756;2005544788;RV;B_BILAB01_02;;1;S;0;-11;-20;61
AB10000085;1444197724;04/06/2025;09/06/2025;68,579.32;68,579.32;EUR;C;;1453256683;8485914;;RV;B_BILAB01_02;;1;S;0;-9;-4;34
AB10000085;1499835753;28/06/2025;06/07/2025;16,054.85;16,054.85;EUR;C;;1494952031;8491675;2048421470;RV;B_BILAB01_02;;1;S;0;-15;-13;47
AB10000085;1407440847;05/07/2025;25/07/2025;52,598.22;52,598.22;EUR;I;;1422360611;8425790;2083827192;RV;B_BILAB01_02;;1;S;0;0;-16;35
AB10000085;1486707046;20/06/2025;07/07/2025;46,542.18;46,542.18;EUR;C;;1443313912;8479440;2066889963;RV;B_BILAB01_02;;1;S;0;-5;-7;3
AB10000085;1449182027;15/07/2025;26/07/2025;36,562.69;36,562.69;EUR;I;;1480933839;8462657;2056853424;RV;B_BILAB01_02;;1;S;0;-7;-4;57
AB10000085;1463766650;29/06/2025;17/07/2025;34,760.86;34,760.86;EUR;I;;1446744255;8485026;;RV;B_BILAB01_02;;1;S;0;-1;-4;18
AB10000085;1471457068;08/06/2025;17/06/2025;54,030.03;54,030.03;EUR;I;;1497865543;8403759;2030502973;RV;B_BILAB01_02;;1;S;0;-3;-12;62
AB10000085;1479901163;24/06/2025;14/07/2025;24,001.99;24,001.99;EUR;I;;1442740440;8413453;2091024237;RV;B_BILAB01_02;;1;S;0;-2;-13;39
AB10000085;1421903949;30/07/2025;12/08/2025;21,847.90;21,847.90;EUR;B;;1439281405;8493207;2001508311;RV;B_BILAB01_02;;1;S;0;-10;-3;13
AB10000085;1439951931;25/06/2025;01/07/2025;13,064.25;13,064.25;EUR;C;;1429402617;8478167;2018399319;RV;B_BILAB01_02;;1;S;0;-8;-19;42
AB10000086;1437462002;04/06/2025;12/06/2025;31,503.72;31,503.72;EUR;B;;1424551071;8492421;;RV;B_BILAB01_02;;1;S;0;-9;-13;39
AB10000086;1462116396;18/07/2025;05/08/2025;49,408.61;49,408.61;EUR;I;;1456300553;8469922;2087422890;RV;B_BILAB01_02;;1;S;0;-2;-1;40
AB10000086;1439450930;06/06/2025;17/06/2025;30,596.38;30,596.38;EUR;I;;1457112269;8466413;2043839585;RV;B_BILAB01_02;;1;S;0;-7;0;24
AB10000087;1419365828;04/07/2025;21/07/2025;45,707.42;45,707.42;EUR;I;;1408699747;8469347;2081543619;RV;B_BILAB01_02;;1;S;0;-10;-20;58
AB10000087;1457044464;05/06/2025;16/06/2025;59,738.62;59,738.62;EUR;B;;1440189319;8454456;2070707346;RV;B_BILAB01_02;;1;S;0;-14;0;54
AB10000087;1478502682;09/07/2025;17/07/2025;28,304.76;28,304.76;EUR;B;;1438851278;8442978;2075387947;RV;B_BILAB01_02;;1;S;0;-10;-2;60
AB10000087;1437298609;27/07/2025;13/08/2025;33,148.04;33,148.04;EUR;B;;1404551524;8456620;;RV;B_BILAB01_02;;1;S;0;-4;-8;32
AB10000087;1427354590;11/07/2025;24/07/2025;18,723.57;18,723.57;EUR;C;;1450190787;8438849;2065088524;RV;B_BILAB01_02;;1;S;0;-7;-3;63
AB10000087;1436785839;08/07/2025;23/07/2025;39,829.01;39,829.01;EUR;C;;1476762731;8412125;2052574708;RV;B_BILAB01_02;;1;S;0;-14;-13;38
AB10000087;1419584913;11/06/2025;23/06/2025;47,349.64;47,349.64;EUR;C;;1443683847;8407615;;RV;B_BILAB01_02;;1;S;0;-13;-9;54
AB10000087;1426565714;25/07/2025;09/08/2025;17,264.10;17,264.10;EUR;C;;1490665398;8444986;2026828538;RV;B_BILAB01_02;;1;S;0;-15;-15;19
AB10000087;1462485498;08/06/2025;19/06/2025;60,660.46;60,660.46;EUR;C;;1457863853;8407493;2087548917;RV;B_BILAB01_02;;1;S;0;-10;-2;22
AB10000087;1491343525;02/07/2025;13/07/2025;26,250.91;26,250.91;EUR;B;;1410080204;8430936;;RV;B_BILAB01_02;;1;S;0;-8;-16;17
AB10000087;1441633367;23/07/2025;04/08/2025;20,258.24;20,258.24;EUR;C;;1458543679;8450505;2068423397;RV;B_BILAB01_02;;1;S;0;0;-17;58
AB10000087;1402456560;21/06/2025;28/06/2025;64,538.40;64,538.40;EUR;I;;1417020156;8428140;;RV;B_BILAB01_02;;1;S;0;-4;-4;22
AB10000087;1423125594;03/07/2025;08/07/2025;23,713.19;23,713.19;EUR;C;;1499987075;8424415;2038911866;RV;B_BILAB01_02;;1;S;0;-5;-12;22
AB10000087;1476152164;09/07/2025;15/07/2025;31,804.53;31,804.53;EUR;I;;1436235685;8478261;2098485047;RV;B_BILAB01_02;;1;S;0;-15;-12;9
AB10000087;1491910052;11/06/2025;20/06/2025;16,278.52;16,278.52;EUR;I;;1445723665;8433445;2008379908;RV;B_BILAB01_02;;1;S;0;0;-15;33
AB10000088;1451809290;30/07/2025;18/08/2025;12,307.72;12,307.72;EUR;I;;1433724366;8428898;2032045877;RV;B_BILAB01_02;;1;S;0;-11;-2;45
AB10000088;1424434237;25/07/2025;12/08/2025;45,661.33;45,661.33;EUR;I;;1481994117;8424241;2034926715;RV;B_BILAB01_02;;1;S;0;-2;-14;62
AB10000088;1413730576;16/07/2025;31/07/2025;19,280.61;19,280.61;EUR;I;;1404628271;8451202;2049223673;RV;B_BILAB01_02;;1;S;0;-1;-15;28
AB10000088;1449746715;15/07/2025;27/07/2025;66,913.67;66,913.67;EUR;I;;1431692925;8427978;2006979472;RV;B_BILAB01_02;;1;S;0;-2;-5;49
AB10000088;1407194345;05/07/2025;15/07/2025;53,229.55;53,229.55;EUR;I;;1432211355;8443498;;RV;B_BILAB01_02;;1;S;0;0;-4;59
AB10000088;1422027197;31/07/2025;05/08/2025;42,777.77;42,777.77;EUR;C;;1490006431;8440776;;RV;B_BILAB01_02;;1;S;0;-7;-15;18
AB10000088;1409390969;20/07/2025;04/08/2025;54,587.64;54,587.64;EUR;C;;1496732289;8411995;2006235879;RV;B_BILAB01_02;;1;S;0;-6;-9;29
AB10000088;1411207745;06/07/2025;19/07/2025;40,344.80;40,344.80;EUR;I;;1488400432;8438839;2085611780;RV;B_BILAB01_02;;1;S;0;-4;-17;5
AB10000088;1455775935;21/06/2025;30/06/2025;38,594.99;38,594.99;EUR;I;;1410642657;8465045;;RV;B_BILAB01_02;;1;S;0;-2;-14;33
AB10000088;1490495241;07/06/2025;25/06/2025;32,022.54;32,022.54;EUR;C;;1450455103;8469397;2070443364;RV;B_BILAB01_02;;1;S;0;-2;-13;23
AB10000089;1435431569;16/07/2025;26/07/2025;11,546.88;11,546.88;EUR;C;;1445974975;8402013;2090575913;RV;B_BILAB01_02;;1;S;0;-6;-5;2
AB10000089;1465491022;04/07/2025;21/07/2025;5,903.34;5,903.34;EUR;C;;1448032320;8441983;2013862967;RV;B_BILAB01_02;;1;S;0;-11;-16;13
AB10000089;1448760040;17/07/2025;27/07/2025;14,555.83;14,555.83;EUR;C;;1474457990;8400325;;RV;B_BILAB01_02;;1;S;0;-15;-20;16
AB10000089;1494047941;31/07/2025;18/08/2025;35,602.59;35,602.59;EUR;C;;1465254452;8417849;;RV;B_BILAB01_02;;1;S;0;-9;-5;21
AB10000089;1443918364;18/06/2025;01/07/2025;22,609.27;22,609.27;EUR;I;;1428910502;8420782;2053702464;RV;B_BILAB01_02;;1;S;0;-12;-10;10
AB10000089;1484468980;04/06/2025;13/06/2025;34,972.67;34,972.67;EUR;I;;1430682018;8436671;2047747255;RV;B_BILAB01_02;;1;S;0;-12;-14;56
AB10000089;1476130995;28/06/2025;05/07/2025;6,823.74;6,823.74;EUR;C;;1489117408;8434472;;RV;B_BILAB01_02;;1;S;0;-1;-20;9
AB10000089;1493737748;24/06/2025;10/07/2025;40,609.47;40,609.47;EUR;I;;1457545845;8423679;;RV;B_BILAB01_02;;1;S;0;-2;-9;48
AB10000089;1412600844;28/07/2025;10/08/2025;14,037.52;14,037.52;EUR;B;;1489819874;8431787;;RV;B_BILAB01_02;;1;S;0;-6;-6;47
AB10000090;1444043126;25/07/2025;04/08/2025;28,546.68;28,546.68;EUR;C;;1445416457;8402465;;RV;B_BILAB01_02;;1;S;0;0;-3;62
AB10000090;1492037216;17/07/2025;03/08/2025;18,081.96;18,081.96;EUR;C;;1492756562;8493698;2014133899;RV;B_BILAB01_02;;1;S;0;-12;-16;3
AB10000090;1466007331;22/06/2025;01/07/2025;36,274.16;36,274.16;EUR;I;;1477247065;8481147;;RV;B_BILAB01_02;;1;S;0;-3;-19;25
AB10000090;1468492928;09/07/2025;21/07/2025;38,243.98;38,243.98;EUR;C;;1436291402;8430339;2016197162;RV;B_BILAB01_02;;1;S;0;0;-12;60
AB10000090;1402828207;29/07/2025;07/08/2025;58,274.88;58,274.88;EUR;C;;1498424374;8428263;2091267076;RV;B_BILAB01_02;;1;S;0;-3;-3;26
AB10000090;1412434983;06/06/2025;13/06/2025;63,555.40;63,555.40;EUR;I;;1428184687;8490477;2042570847;RV;B_BILAB01_02;;1;S;0;0;-11;22
AB10000090;1461933363;27/06/2025;14/07/2025;55,124.33;55,124.33;EUR;I;;1453551623;8440582;2075150540;RV;B_BILAB01_02;;1;S;0;-15;-20;12
AB10000090;1474441148;17/06/2025;28/06/2025;15,714.63;15,714.63;EUR;C;;1424657135;8424083;2097364709;RV;B_BILAB01_02;;1;S;0;-14;-5;5
AB10000091;1436077458;05/07/2025;14/07/2025;20,648.37;20,648.37;EUR;B;;1490897139;8461247;;RV;B_BILAB01_02;;1;S;0;-14;0;52
AB10000091;1402272574;24/06/2025;03/07/2025;9,672.53;9,672.53;EUR;B;;1447627444;8423921;2027770354;RV;B_BILAB01_02;;1;S;0;-4;-6;9
AB10000091;1452352291;20/06/2025;10/07/2025;53,653.41;53,653.41;EUR;I;;1443652304;8439238;2053062489;RV;B_BILAB01_02;;1;S;0;-11;-15;12
AB10000091;1411775342;04/07/2025;23/07/2025;58,024.13;58,024.13;EUR;I;;1425734921;8400701;2077601971;RV;B_BILAB01_02;;1;S;0;-4;-15;34
AB10000091;1471904283;14/07/2025;30/07/2025;55,808.94;55,808.94;EUR;C;;1482299974;8489428;2065769766;RV;B_BILAB01_02;;1;S;0;-15;-18;61
AB10000091;1457125981;07/07/2025;23/07/2025;25,645.67;25,645.67;EUR;I;;1497785406;8408243;;RV;B_BILAB01_02;;1;S;0;-9;-6;54
AB10000091;1404722368;21/06/2025;29/06/2025;63,182.88;63,182.88;EUR;C;;1492010083;8494107;;RV;B_BILAB01_02;;1;S;0;-15;-16;27
AB10000091;1495352496;02/07/2025;18/07/2025;69,656.75;69,656.75;EUR;B;;1417277065;8444618;2077604025;RV;B_BILAB01_02;;1;S;0;-11;-10;19
AB10000091;1439495653;01/07/2025;14/07/2025;20,184.70;20,184.70;EUR;I;;1450749115;8457728;2054004452;RV;B_BILAB01_02;;1;S;0;-6;-14;29
AB10000091;1414666070;07/06/2025;12/06/2025;32,090.45;32,090.45;EUR;C;;1441166916;8450196;;RV;B_BILAB01_02;;1;S;0;-14;-1;30
AB10000091;1420752752;20/07/2025;26/07/2025;6,376.79;6,376.79;EUR;I;;1465952435;8494270;2067008606;RV;B_BILAB01_02;;1;S;0;-7;-15;38
AB10000092;1470273591;13/06/2025;28/06/2025;38,785.12;38,785.12;EUR;B;;1413868714;8452588;2046505570;RV;B_BILAB01_02;;1;S;0;-7;-1;25
AB10000092;1421588447;11/06/2025;24/06/2025;20,508.64;20,508.64;EUR;I;;1441333205;8429766;;RV;B_BILAB01_02;;1;S;0;-14;-20;35
AB10000092;1415419672;30/07/2025;15/08/2025;59,776.11;59,776.11;EUR;I;;1439327342;8470161;2012230336;RV;B_BILAB01_02;;1;S;0;-3;-3;41
AB10000092;1456092736;19/07/2025;04/08/2025;43,994.59;43,994.59;EUR;B;;1445096581;8487593;2097751576;RV;B_BILAB01_02;;1;S;0;-9;-10;55
AB10000092;1400882420;11/06/2025;01/07/2025;39,750.01;39,750.01;EUR;I;;1499846963;8421623;2009462086;RV;B_BILAB01_02;;1;S;0;-5;-10;39
AB10000092;1475568839;20/06/2025;28/06/2025;37,952.00;37,952.00;EUR;B;;1430279424;8440977;2025578772;RV;B_BILAB01_02;;1;S;0;0;-13;56
AB10000092;1436216446;10/07/2025;30/07/2025;67,555.45;67,555.45;EUR;B;;1473601799;8455032;2034312453;RV;B_BILAB01_02;;1;S;0;-11;-3;11
AB10000092;1419794592;13/07/2025;31/07/2025;60,957.57;60,957.57;EUR;C;;1432320795;8493665;2019945256;RV;B_BILAB01_02;;1;S;0;-6;-20;38
AB10000092;1484722730;22/06/2025;27/06/2025;48,759.54;48,759.54;EUR;B;;1450735988;8487803;;RV;B_BILAB01_02;;1;S;0;-4;-18;41
AB10000093;1462889697;06/07/2025;12/07/2025;49,716.20;49,716.20;EUR;I;;1480179328;8462508;;RV;B_BILAB01_02;;1;S;0;-4;-14;31
AB10000093;1470497172;07/06/2025;17/06/2025;34,531.38;34,531.38;EUR;C;;1487474542;8450595;2002029932;RV;B_BILAB01_02;;1;S;0;-15;-1;44
AB10000093;1407729406;01/06/2025;11/06/2025;14,121.65;14,121.65;EUR;I;;1404551432;8427698;;RV;B_BILAB01_02;;1;S;0;-8;-15;45
AB10000093;1427892851;06/06/2025;12/06/2025;31,803.75;31,803.75;EUR;I;;1497004373;8401025;;RV;B_BILAB01_02;;1;S;0;-8;-5;45
AB10000093;1475612671;14/07/2025;21/07/2025;50,174.61;50,174.61;EUR;B;;1482743833;8468109;;RV;B_BILAB01_02;;1;S;0;-5;-17;15
AB10000093;1477694048;04/07/2025;20/07/2025;13,696.90;13,696.90;EUR;I;;1470725077;8488361;2034499597;RV;B_BILAB01_02;;1;S;0;-6;-19;35
AB10000093;1433037472;29/07/2025;04/08/2025;33,573.18;33,573.18;EUR;C;;1483558411;8414520;2082430835;RV;B_BILAB01_02;;1;S;0;-13;-11;59
AB10000093;1447463017;07/07/2025;24/07/2025;41,002.47;41,002.47;EUR;I;;1488605075;8400524;2070467595;RV;B_BILAB01_02;;1;S;0;-12;-1;17
AB10000093;1452516765;02/07/2025;10/07/2025;61,485.93;61,485.93;EUR;C;;1477643099;8440705;2047173061;RV;B_BILAB01_02;;1;S;0;-9;0;25
AB10000093;1409692762;31/07/2025;20/08/2025;10,898.97;10,898.97;EUR;I;;1428630650;8475563;2044758907;RV;B_BILAB01_02;;1;S;0;-5;-8;8
AB10000093;1418687111;10/07/2025;19/07/2025;31,640.44;31,640.44;EUR;I;;1476283068;8455846;;RV;B_BILAB01_02;;1;S;0;0;-7;20
AB10000093;1440190210;10/06/2025;22/06/2025;30,906.98;30,906.98;EUR;I;;1430412911;8488849;2043558176;RV;B_BILAB01_02;;1;S;0;-15;-11;26
AB10000094;1465579656;23/06/2025;09/07/2025;26,026.46;26,026.46;EUR;I;;1456222992;8472880;2061022314;RV;B_BILAB01_02;;1;S;0;-2;-1;61
AB10000094;1460472202;21/06/2025;11/07/2025;49,599.32;49,599.32;EUR;I;;1447587223;8477425;2080770860;RV;B_BILAB01_02;;1;S;0;-5;-18;51
AB10000094;1499999371;30/07/2025;05/08/2025;29,129.82;29,129.82;EUR;B;;1430878610;8452788;2006682933;RV;B_BILAB01_02;;1;S;0;-6;-4;9
AB10000094;1485511312;08/07/2025;25/07/2025;20,648.17;20,648.17;EUR;C;;1492979341;8453589;2093859654;RV;B_BILAB01_02;;1;S;0;-8;-2;28
AB10000094;1416304287;16/06/2025;05/07/2025;53,429.24;53,429.24;EUR;C;;1482459039;8486451;2084482750;RV;B_BILAB01_02;;1;S;0;-7;-2;4
AB10000094;1447058721;20/06/2025;01/07/2025;59,978.57;59,978.57;EUR;C;;1468656420;8485489;2014061294;RV;B_BILAB01_02;;1;S;0;-3;-8;44
AB10000094;1439596741;26/06/2025;12/07/2025;5,482.45;5,482.45;EUR;B;;1442376027;8441550;2011823568;RV;B_BILAB01_02;;1;S;0;-1;-1;26
AB10000094;1484146330;18/07/2025;24/07/2025;19,247.19;19,247.19;EUR;I;;1461871264;8455632;2097158866;RV;B_BILAB01_02;;1;S;0;-9;-1;33
AB10000094;1425876063;03/06/2025;20/06/2025;64,984.32;64,984.32;EUR;I;;1449067644;8413943;2081484161;RV;B_BILAB01_02;;1;S;0;-1;-12;31
AB10000094;1484065224;06/06/2025;25/06/2025;7,993.09;7,993.09;EUR;I;;1496072199;8443012;2035379920;RV;B_BILAB01_02;;1;S;0;-6;-18;52
AB10000094;1453432103;07/06/2025;24/06/2025;8,348.28;8,348.28;EUR;C;;1472146941;8488224;2072839361;RV;B_BILAB01_02;;1;S;0;-7;0;47
AB10000094;1430297416;06/06/2025;19/06/2025;66,026.08;66,026.08;EUR;I;;1471836981;8462269;2053733932;RV;B_BILAB01_02;;1;S;0;-12;-16;16
AB10000094;1490017680;10/07/2025;23/07/2025;47,346.28;47,346.28;EUR;C;;1440223353;8419230;;RV;B_BILAB01_02;;1;S;0;-10;-15;35
AB10000095;1443415141;16/07/2025;30/07/2025;16,218.37;16,218.37;EUR;I;;1451462350;8401707;;RV;B_BILAB01_02;;1;S;0;0;0;14
AB10000095;1485978519;29/07/2025;15/08/2025;34,904.17;34,904.17;EUR;B;;1476508400;8458043;2085500358;RV;B_BILAB01_02;;1;S;0;-9;-16;34
AB10000095;1423591294;18/07/2025;30/07/2025;42,191.20;42,191.20;EUR;I;;1444093437;8456620;2015175691;RV;B_BILAB01_02;;1;S;0;-7;-3;25
AB10000095;1440587958;25/06/2025;14/07/2025;13,422.87;13,422.87;EUR;I;;1438171533;8458473;2044257644;RV;B_BILAB01_02;;1;S;0;-6;-7;42
AB10000095;1401231736;12/07/2025;29/07/2025;19,251.76;19,251.76;EUR;B;;1455357201;8458007;2074077588;RV;B_BILAB01_02;;1;S;0;-11;-4;50
